"";"V1"
"734";0,661659679741456
"735";-0,261067895376249
"736";0,661659679741456
"737";0,661659679741456
"738";1,58438725485916
"739";-0,261067895376249
"740";-0,261067895376249
"741";-0,261067895376249
"742";-1,18379547049395
"743";-1,18379547049395
"744";-0,261067895376249
"745";-0,261067895376249
"746";0,661659679741456
"747";0,661659679741456
"748";-0,261067895376249
"749";-1,18379547049395
"750";-0,261067895376249
"751";1,58438725485916
"752";-0,261067895376249
"753";0,661659679741456
"754";0,661659679741456
"755";0,661659679741456
"756";-1,18379547049395
"757";-1,18379547049395
"758";0,661659679741456
"759";-1,18379547049395
"760";0,661659679741456
"761";1,58438725485916
"762";1,58438725485916
"763";1,58438725485916
"764";-0,261067895376249
"765";-0,261067895376249
"766";-0,261067895376249
"767";-0,261067895376249
"768";-1,18379547049395
"769";-0,261067895376249
"770";-0,261067895376249
"771";-1,18379547049395
"772";-1,18379547049395
"773";-1,18379547049395
"774";-0,261067895376249
"775";-0,261067895376249
"776";-0,261067895376249
"777";-0,261067895376249
"778";-0,261067895376249
"779";-0,261067895376249
"780";-1,18379547049395
"781";-1,18379547049395
"782";-0,261067895376249
"783";-0,261067895376249
"784";-0,261067895376249
"785";-0,261067895376249
"786";-1,18379547049395
"787";-0,261067895376249
"788";-0,261067895376249
"789";-1,18379547049395
"790";-0,261067895376249
"791";-0,261067895376249
"792";-0,261067895376249
"793";-0,261067895376249
"794";-0,261067895376249
"795";-0,261067895376249
"796";-1,18379547049395
"797";-0,261067895376249
"798";-0,261067895376249
"799";-0,261067895376249
"800";-0,261067895376249
"801";-0,261067895376249
"802";-1,18379547049395
"803";-1,18379547049395
"804";-0,261067895376249
"805";-1,18379547049395
"806";-0,261067895376249
"807";-0,261067895376249
"808";-1,18379547049395
"809";-0,261067895376249
"810";-1,18379547049395
"811";-1,18379547049395
"812";-1,18379547049395
"813";-1,18379547049395
"814";-0,261067895376249
"815";-0,261067895376249
"816";-1,18379547049395
"817";-0,261067895376249
"818";0,661659679741456
"819";-0,261067895376249
"820";1,58438725485916
"821";-1,18379547049395
"822";0,661659679741456
"823";0,661659679741456
"824";-0,261067895376249
"825";0,661659679741456
"826";0,661659679741456
"827";-1,18379547049395
"828";0,661659679741456
"829";-1,18379547049395
"830";-1,18379547049395
"831";-0,261067895376249
"832";-1,18379547049395
